id,id_ex,siret,gestion,date_creat,date_publi,nature,groupement,titre,objet,objet_social1,objet_social2,adr1,adr2,adr3,adrs_codepostal,libcom,dir_civilite,siteweb,observation,position,rup_mi,maj_time
332P1787400,1787400,,332P,1989-07-27,1989-08-16,D,S,ASSOCIATION DES UTILISATEURS DE VEHICULES DU SUD-OUEST,Regrouper dans un but de solidarite les utlisateurs de vehicules adherents qui utilisent ces voitures pour les besoins de leur travail et qui les prennent en location aupres des entreprises specialisees de location.,030000,000000,A.U.V SUD-OUEST co COLAS SUD OUEST,avenue Charles Lindbergh,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P1788000,1788000,,332P,1989-07-28,1989-08-16,D,S,SYLPHE ET SYLPHIDE,Connaissance et pratique de la danse en general. Initiation - Perfectionnement.,006040,000000,Centre Pierre Mendes France -,Parc de la Mairie,,33160,SAINT-MEDARD-EN-JALLES,PM,,,A,,0001-01-01 00:00:00
332P1789100,1789100,,332P,1989-08-09,1989-09-06,D,S,ASSOCIATION SPORTIVE ET CULTURELLE BOULANGER,Pratique du sport football.,011075,000000,Rue Guynemer,,,33290,BLANQUEFORT,PM,,,A,,0001-01-01 00:00:00
332P1789400,1789400,,332P,1989-08-17,1989-09-06,D,S,GROUPE INTERPROFESSIONNEL DU PEUPLIER DAQUITAINE,promouvoir les techniques de populiculture et favoriser le renouvellement et lextension des zones populicoles en Aquitaine,030000,000000,17 rue Esprit des Lois,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1790800,1790800,,332P,1989-08-30,0001-01-01,D,S,KARTING CLUB DE MERIGNAC,La pratique de leducation physique et des sports.,011160,000000,Circuit de Karting,Avenue Marcel Dassault,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P1791800,1791800,,332P,1989-09-04,1989-09-20,D,S,LA FORET POWERLIFTING,organiser controler et developper la pratique de la force athletique et du culturisme,011120,000000,Trinquet de la Foret,Espace Dougados rue St. Exupery,,33320,EYSINES,PM,,,A,,0001-01-01 00:00:00
332P1791900,1791900,,332P,1989-09-04,0001-01-01,D,S,MERIGNAC BOWLING ASSOCIATION,Favoriser linitiation et le developpement du bowling loisir et encourager la pratique du bowling de competition.,011035,000000,Bowling International de Bordeaux,244 avenue de la Marne,,33700,MERIGNAC,PM,,W332016410,R,,2013-12-27 10:32:20
332P1792100,1792100,,332P,1989-09-05,1989-10-04,D,S,ORGANISATION FRANCAISE DE GESTION POUR LINFORMATION LA DEFENSE LASSISTANCE ECONOMIQUE ET JURIDIQUE DES PERSONNES DANS LE BESOIN O.F.G,aider les personnes morales et physiques en difficulte,030000,000000,9 impasse Brignon,,,33140,VILLENAVE DORNON,PM,,,A,,0001-01-01 00:00:00
332P1793200,1793200,,332P,1989-09-12,1989-10-11,D,S,ENTENTE SPORTIVE PRO-NET AQUITAINE CHATEAU CARBONIEU LEOGNAN,La pratique de leducation physique et des sports et entre autre,011075,000000,SNC PRO-NET AQUITAINE - rue du Moulineau -,Avenue Jean Mermoz,,33160,LE HAILLAN,PM,,,A,,0001-01-01 00:00:00
332P1793600,1793600,,332P,1989-09-13,1989-10-11,D,S,GRAFFITI PUB,La promotion des commercants et artisans dans le grand Sud-Ouest,030000,000000,Residence Herbe dAvril -,Rue Georges Carpentier,,33310,LORMONT,PM,,,A,,0001-01-01 00:00:00
332P1793900,1793900,,332P,1989-09-15,1989-10-11,D,S,ASSOCIATION BORDELAISE DE CHIRURGIE BUCCALE,Faciliter la recherche des enseignants en Odontologie dans le domaine de la pathologie et de la chirurgie orale.,017200,000000,11 rue Floquet,,,33400,TALENCE,PM,,W332021873,R,,2017-05-23 10:48:39
332P1794900,1794900,,332P,1989-09-25,0001-01-01,D,S,AQUITAINE ART CONTEMPORAIN,Diffuser et promouvoir lart contemporain en Aquitaine.,006000,000000,Residence San Michele - Bat 4 - Appt 98,,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P1796700,1796700,,332P,1988-08-29,1988-09-14,D,S,ASSOCIATION FELINE,Secours des chats errants,003200,000000,Residence Bastides - T4 - 72 -,Rue Fleming,,33100,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1797600,1797600,,332P,1989-10-03,1989-11-08,D,S,GUADELOUPE SOLIDARITE BORDEAUX,Lorganisation et la coordination de tout mouvement de solidarite en faveur des sinistres de la Guadeloupe suite aux devastations de louragan HUGO.,003015,014045,Residence Saige Formanoir - Tour no 6 -,Appt 630 -,,33600,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P1798000,1798000,,332P,1989-10-04,1989-11-08,D,S,FRANCE EUROPE CULTURE,Etude sur les effets de lintegration de la France a lEurope. Developpement des echanges culturels inter-europeens. Recherche des points dentente pour un developpement harmonieux des cultures,006000,000000,U.F.R. Lettres et Arts - Universite de,Bordeaux III - Domaine Universitaire,,33405,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P1798200,1798200,,332P,1989-10-05,1989-11-08,D,S,COMPAGNIE DES PAS PERDUS,Representation de ses creations theatrales.,006070,000000,34 rue de lEpargne,,,33130,BEGLES,PM,,,A,,0001-01-01 00:00:00
332P1798400,1798400,,332P,1989-10-06,1989-11-08,D,S,ASSOCIATION POUR LE CONGRES MONDIAL DE READAPTATION DES CARDIAQUES SIC BORDEAUX 1992,Organiser le programme scientifique et le deroulement des seances du Veme congres mondial de readaptation des cardiaques qui aura lieu a BORDEAUX du 6 au 10 Juillet 1992 sous le patronage de la Societe Internationale et Federation de Cardiologie.,017125,000000,Hopital Cardiologique du Haut Leveque -,Avenue Magellan,,33604,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P1800200,1800200,,332P,1989-10-17,1989-11-22,D,S,COMITE DES FETES DE BIENFAISANCE DANIMATION ET DE DEFENSE DES INTERETS DU QUARTIER SAINTE CROIX,,030012,000000,Peniche Serenitas,Quai Sainte Croix,,33800,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1801700,1801700,,332P,1989-10-23,1989-11-22,D,S,ASSOCIATION POUR LE PORT ET SON COMPLEXE NAUTIQUE DE BLANQUEFORT GIRONDE,Promouvoir la creation dun complexe nautique a BLANQUEFORT.,011000,000000,Association Blanquefortaise Culturelle et,Sportive ABC - rue Castera,,33290,BLANQUEFORT,PM,,,A,,0001-01-01 00:00:00
332P1801900,1801900,,332P,1989-10-24,1989-11-22,D,S,AMICALE DES FONCTIONNAIRES RETRAITES DE LA PREFECTURE DE LA GIRONDE,Maintenir les liens qui se sont crees durant la periode dactivite organiser des manifestations a caractere recreatif et sociale,021020,000000,Ancienne Prefecture de la Gironde -,Rue Esprit des Lois,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1803200,1803200,,332P,1989-10-30,1989-11-29,D,S,ASSOCIATION DES LOCATAIRES DES GOELANDS,Animer la residence avec priorite aux enfants et aux jeunes et salle commune pour les autres et ameliorer lenvironnement des locataires et leurs relations reciproques.,032520,000000,Residence les Goelands -,Rue Ferdinand Buisson,,33130,BEGLES,PM,,,A,,0001-01-01 00:00:00
332P1803400,1803400,,332P,1989-10-31,1989-12-06,D,S,MOUVEMENT ANTI DROGUE - MAD,Lutte et prevention contre la drogue,018030,000000,Residence du Lac - Bat KB1 - Entree R -,Appt 878,,33300,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1803500,1803500,,332P,1989-10-31,1989-12-06,D,S,BEGLES UNIE,Coordonner laction de la majorite municipale et assurer son bon fonctionnement ainsi que son rayonnement dans la Ville.,001000,000000,Mairie de BEGLES - Rue Calixte Camelle,,,33130,BEGLES,PM,,,A,,0001-01-01 00:00:00
332P1803800,1803800,,332P,1989-11-02,1989-12-06,D,S,SURF CLUB BLANQUEFORTAIS,Promouvoir et pratiquer le surf en Gironde et notamment a Blanquefort.,011000,000000,Les Colonnes,4 rue du Docteur Castera,,33290,BLANQUEFORT,PM,,,A,,0001-01-01 00:00:00
332P1804300,1804300,,332P,1989-11-03,1989-12-06,D,S,ECURIE DES PREVOTS,Regrouper des cavaliers proprietaires de leurs chevaux en vue de pratiquer lequitation sous toutes ses formes,011050,000000,Le Pagnot Magudas,,,33160,SAINT-MEDARD-EN-JALLES,PM,,,A,,0001-01-01 00:00:00
332P1804700,1804700,,332P,1989-11-08,1989-12-06,D,S,S.O.S. REINSERTION,Aider par tous les moyens legaux mis a sa disposition a la reinsertion de tous ses membres.,019050,000000,Residence Fraternite - Avenue Vincent Auriol,Bat B - Appt 87 -,,33270,FLOIRAC,PM,,,A,,0001-01-01 00:00:00
332P1807300,1807300,,332P,1989-11-16,1989-12-13,D,S,ATELIERS DE LA PALANQUE,Contribuer a la promotion des metiers dart.,006000,000000,La Palanque -,,,33440,SAINT-LOUIS-DE-MONTFERRAND,PM,,,A,,0001-01-01 00:00:00
332P1808200,1808200,,332P,1989-11-17,1989-12-13,D,S,DO  LIANE,Faire rencontrer des hommes et des femmes,007000,000000,Residence Dulamon - Bat D - Appt 143,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1808500,1808500,,332P,1989-11-17,1989-12-13,D,S,GROUPE DETUDES ORTHOPEDIQUES DE BORDEAUX ET DAQUITAINE - GEOBA,Favoriser la recherche orthopedique archive liasse 20 4485W,017125,000000,Service du Professeur Honton - Hopital,Pellegrin - Place Amelie Raba Leon,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1808800,1808800,,332P,1989-11-20,1989-12-20,D,S,ASSOCIATION POUR LA LANGUE VIVANTE ANGLAISE - ALVA,Promouvoir et developper lenseignement de la langue anglaise,015087,000000,Cite Dorat 3 - Bat E - Appt 2222 -,,,33130,BEGLES,PM,,,A,,0001-01-01 00:00:00
332P1809300,1809300,,332P,1989-11-21,1989-12-29,D,S,BIBLIOTHEQUE DE SAINT AUBIN DE MEDOC,Promouvoir la lecture a SAINT AUBIN DE MEDOC en proposant a ses habitants le plus grand choix possible de livres en pret,009000,000000,Ancienne Ecole Communale - Place de lEglise,,,33160,SAINT-AUBIN-DE-MEDOC,PM,,,A,,0001-01-01 00:00:00
332P1809900,1809900,,332P,1989-11-24,1989-12-20,D,S,AVENIR PETANQUE BLANQUEFORTAISE NOUVEAU PONT,Association du sport de boule adherant a la Federation Francaise de petanque. Pratique du sport de boules.,011035,000000,Bar la Becassine - Chemin de Labarde,,,33290,BLANQUEFORT,PM,,,A,,0001-01-01 00:00:00
332P1810900,1810900,,332P,1989-11-28,1989-12-27,D,S,LES VERTS GIRONDE,Agir dans tous les domaines relevant de lecologie,024040,000000,13 rue du Chai des Farines,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1813100,1813100,,332P,1989-12-05,1990-01-03,D,S,LECHO PINS,Participation a une aide au reboisement de la region du Porge sinitree par le feu en ete 89.,003000,000000,MIELE - Avenue des Trois Cardinaux,,,33049,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1813300,1813300,,332P,1989-12-06,1990-01-03,D,S,ALEXANDROS,humanitaire la defense de notre environnement geographique et intellectuel ainsi que lorganisation de toutes activites propres a promouvoir et propager nos idees et notamment au travers dune publication.,030000,000000,Alexandros,61 rue de Tauzia,,33800,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1813600,1813600,,332P,1989-12-06,1990-01-03,D,S,ASSOCIATION TECHNOPARC LES BUREAUX DU LAC,Favoriser et developper les contacts entre les entCaC C C C C,030000,000000,Immeuble P - Rue Robert Caumont,,,33049,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1814600,1814600,,332P,1989-12-12,1990-01-17,D,S,UNION REGIONALE DASSOCIATIONS ET DE PARENTS DENFANTS DEFICIENTS AUDITIFS EN AQUITAINE -URAPEDA AQUITAINE,,019000,000000,Chez M. Laurent BALAHY,26 rue Tastet,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1817600,1817600,,332P,1989-12-18,1990-01-17,D,S,ASSOCIATION PUBLIC MANAGER JUNIOR,Grouper et representer les etudiants de linstitut du management des organisations publiques.,022525,000000,Ecole Superieure de Commerce de BORDEAUX -,Domaine de Raba,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P1818200,1818200,,332P,1989-12-22,1990-01-17,D,S,CLUB DE VOLLEY BALL DES SAUMONS BONDISSANTS,Initier les personnes au Volley Ball,011000,000000,INRA - Bureau de lADAS - La Grande Ferrade,,,33140,VILLENAVE DORNON,PM,,,A,,0001-01-01 00:00:00
332P1820800,1820800,,332P,1990-01-09,1990-02-07,D,S,CLUB DE SOUTIEN DU RUGBY A MERIGNAC,Promotion et developpement sous toutes ses formes du rugby a Merignac,011080,000000,DOTEL - Avenue de Magudas,,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P1824500,1824500,,332P,1990-01-24,1990-02-21,D,S,ECOLE DE VIOLON PIERRE RODE,Promouvoir lenseignement du violon des les premieres annees de lenface. Gerer letablissement dispensant cet enseignement. Agir pour la notoriete et le developpement de cet enseignement.,006030,000000,Ecole de Violon Pierre Rode,Le Castel - Bd Malartic,,33170,GRADIGNAN,PM,,,A,,0001-01-01 00:00:00
332P1825000,1825000,,332P,1990-01-25,1990-02-21,D,S,CLUB AQUITAIN DE LINNOVATION DANS LES TRAVAUX PUBLICS LE BATIMENT ET LES MATERIAUX DE CONSTRUCTION,Servir dinterface entre le savoir faire de la profession et celui des centres de recherche et de formation.,022520,000000,Maison du B.T.P. - Quartier du Lac,,,33081,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1826100,1826100,,332P,1990-01-29,1990-02-21,D,S,COLLOQUE MEDICO-TECHNIQUE NATIONAL DE LATHLETISME DE MERIGNAC DOCTOBRE 1990,Organisation du Colloque Medico-Technique national de lathletisme de Merignac doctobre 1990.,011000,017125,Service des Sports de MERIGNAC -,Avenue du Truc,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P1826200,1826200,,332P,1990-01-30,1990-02-28,D,S,GROUPE EUROPEEN DE RECHERCHE ET DINNOVATION CRIMINOLOGIQUE - GERICO,Realisation et promotion de recherches criminologiques du plan local au niveau international,017200,000000,Institut de Sciences Criminelles -,Faculte de Droit - Avenue Leon Duguit,,33604,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P1826400,1826400,,332P,1990-01-31,1990-02-28,D,S,ITALOMANIA,Promouvoir sous toutes ses formes la connaissance de la culture italienne par la participation directe ou indirecte a toute manifestation se rapportant a lItalie.,006000,000000,Domaine Universitaire - Universite de,BORDEAUX III - Bat A II,,33405,TALENCE CEDEX,PM,,,A,,0001-01-01 00:00:00
332P1827900,1827900,,332P,1990-02-07,1990-03-07,D,S,PHENIX,Initiation et perfectionnement de la musique.,006030,000000,Residence Arago 1 - Bat B - Entree 4 -,Appt 85 -,,33600,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P1829600,1829600,,332P,1990-02-15,1990-03-14,D,S,AMICALE DU GROUPE DENTRETIEN ET DE REPARATION DES MATERIELS SPECIALISES 15096,Developper les liens damitie et de solidarite au sein du person- nel de cette unite.,019040,030000,GERMaS 15096,Base Aerienne 106 MERIGNAC,,33998,BORDEAUX ARMEES,PM,,,A,,0001-01-01 00:00:00
332P1830400,1830400,,332P,1990-02-19,1990-03-21,D,S,ASSOCIATION POUR PROMOUVOIR LEXPRESSION LIBRE A.P.E.L.,Promouvoir et developper la creation artistique et lidentite culturelle de chacun dans lensemble ou il evolue.,006000,000000,4 rue Francois Leveque  Appartement 72,,,33300,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1830500,1830500,,332P,1990-02-20,1990-03-21,D,S,ASSOCIATION MIEUX ETRE EXISTENTIEL - AME,Lutter contre lostracisme et la discrimination a lencontre des individus presentant ou ayant presente des troubles psychiques.,006000,000000,Residence Gambetta - rue Monneron,,,33200,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1831000,1831000,,332P,1990-02-19,1990-03-23,D,S,SECTION SKI THOMSON CSF PESSAC,Initier les adherents de la section ski a la pratique du ski et favoriser lentrainement des membres de la section.,011000,000000,Thomson CSF - Avenue Gustave Eiffel,,,33600,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P1831700,1831700,,332P,1990-02-21,1990-03-21,D,S,PUBLIJUNIOR CONTACT,Etablir des relations entre les etudiants et les anciens etudiants de loption publicite.,015000,000000,IUT B - Departement Carrieres de lInfor-,mation - Domaine Universitaire,,33405,TALENCE,PM,,W332031189,R,,2021-10-28 11:24:41
332P1832900,1832900,,332P,1990-03-01,1990-03-28,D,S,ASSOCIATION BRUGES BIENVENUE,Favoriser laccueil avec la commune de BRUGES Gironde en vue de promouvoir une meilleure qualite de vie.,030000,000000,Maison des Associations,Place de lEglise,,33520,BRUGES,PM,,,A,,0001-01-01 00:00:00
332P1834200,1834200,,332P,1990-03-06,1990-04-18,D,S,LES CAPUCINARDS DE BORDEAUX RUGBY,Promouvoir la fete a travers le rugby et reciproquement.,011080,000000,Restaurant Chez Pierrot - rue Jules Guesde,,,33800,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1834700,1834700,,332P,1990-03-07,1990-04-18,D,S,LIGUE NATIONALE POUR LA SAUVEGARDE ANIMALE - LNSA,Defendre et proteger les animaux abandonnes ou autres et de mener une lutte contre la vivisection.,030000,000000,chez Mme Patricia TURON,2 allee dOccident,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P1835300,1835300,,332P,1990-03-08,1990-04-18,D,S,FEMMES ET CULTURE,Information et formation des femmes sur tous les sujets qui concernent les femmes qui interessent les femmes.,003020,000000,Cite Mussonville - Chemin de Mussonville -,Bat C - Appt 363 -,,33130,BEGLES,PM,,,A,,0001-01-01 00:00:00
332P1836000,1836000,,332P,1990-03-12,1990-04-25,D,S,ASSOCIATION SPORTIVE SOCIETE BORDELAISE DE DECORATION - A.S.SO.BO.DEC,Pratique de leducation physique et des sports,011000,000000,Zone Industrielle Place Pierre Curie,,,33370,ARTIGUES-PRES-BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1837600,1837600,,332P,1990-03-19,1990-04-25,D,S,LES VERTS TALENCE,"Agir dans tous les domaines relevant de lecologie , de debattre des alternatives possibles a la Societe actuelle, de proposer des projets en ce sens , de participer a la vie politique.",024040,000000,"33, rue E. Reclus",,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P1838300,1838300,,332P,1990-03-19,1990-04-18,D,S,ASSOCIATION DU RESTAURANT DE LA CITE ADMINISTRATIVE DE BORDEAUX,Gestion du restaurant interadministratif de la Cite Administrative,022515,000000,Cite Administrative - Rue Jules Ferry,,,33090,BORDEAUX CEDEX,PM,,W332019542,R,,2016-01-12 08:41:38
332P1838800,1838800,,332P,1990-03-22,1990-04-18,D,S,ASSOCIATION POUR LA GESTION ET LANIMATION DE LESPACE TRIGAN,Gerer lutilisation et lanimation des installations du stade Trigan,006000,000000,Stade Trigan,,,33140,VILLENAVE DORNON,PM,,,A,,0001-01-01 00:00:00
332P1841900,1841900,,332P,1990-03-30,1990-04-25,D,S,EGLISE DES APOTRES DE JESUS-CHRIST ASSEMBLEE DE LA PENTECOTE,Precher levangile a toute nation et toute creature selon lordre de Marc 16:15 et pour cela est ratachee a part entiere a la Mission Internationale de lEglise des Apotres de Jesus-Christ Assemblee de la Pentecote.,040000,000000,Eglise des Apotres de Jesus Christ,123 avenue Rene Cassagne,,33150,CENON,PM,,,A,,0001-01-01 00:00:00
332P1843400,1843400,,332P,1990-04-09,1990-05-02,D,S,MUSIQUES ETHNIQUES LIBREMENT ADAPTEES - MELA,Rechercher et promouvoir toutes formes de musiques urbaines et de musiques traditionnelles. Presenter ces formes dexpressions artistiques dans le plus grand respect des peuples qui les font vivre.,006030,000000,Mairie de BEGLES,,,33130,BEGLES,PM,,,A,,0001-01-01 00:00:00
332P1843600,1843600,,332P,1990-04-10,1990-05-09,D,S,LUDOTHEQUE  LA BOITE A JOUETS ,Elle se propose de creer des structures conjuguant laccueil des jeunes et des prestations de services ex : ludotheque.,006005,007000,,Cite Maurice Thorez   Tour K,,33130,BEGLES,PM,,,A,,0001-01-01 00:00:00
332P1844000,1844000,,332P,1990-04-12,1990-05-09,D,S,FAC INFO,Promouvoir la communication et gerer linformation en milieu estudiantin.,005000,000000,B.E.C. - Domaine Universitaire -,Rocquencourt,,33405,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P1844100,1844100,,332P,1990-04-12,1990-05-09,D,S,ACTIVITES DU VILLAGE Ndeg 1,Ameliorer le cadre et les activites culturelles des residents du village ndeg 1.,015065,000000,Village ndeg 1 - Domaine Universitaire,,,33405,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P1848300,1848300,,332P,1990-05-02,1990-05-30,D,S,GROUPE COMMERCIAL POUR LA PROMOTION DES VOITURES ANCIENNES - GCPVA,Organiser une exposition de voitures et den promouvoir limage.,007025,000000,Chez Melle MERCIER - Residence Arago 1 -,Bat G - no 283,,33600,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P1848800,1848800,,332P,1990-05-07,1990-05-30,D,S,ECOLE DART FONCTIONNEL ETABLISSEMENT PRIVE DENSEIGNEMENT SUPERIEUR DU DESIGN - EPSUD,Dispenser un enseignement fournissant une formation professionnel- le relative aux metiers du design.,015000,000000,26 cours Xavier Arnozan,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1849800,1849800,,332P,1990-05-10,1990-06-06,D,S,LES APOSTOLIAK,Pratique du rugby sous forme amicale.,011080,000000,Club La Foret - Rue Saint Exupery,,,33320,EYSINES,PM,,,A,,0001-01-01 00:00:00
332P1849900,1849900,,332P,1990-05-11,1990-06-06,D,S,ASSOCIATION VOIX DES YEUX,Editer le periodique : la Voix des Yeux.,005000,000000,Domaine du Burck - G44,,,33600,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P1850200,1850200,,332P,1990-05-15,1990-06-06,D,S,BOIRON L H F FOOTBALL CLUB,Promotion du football dans lEntreprise.,011075,000000,Z.I. Avenue Gay Lussac,,,33370,ARTIGUES-PRES-BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1850300,1850300,,332P,1990-05-14,1990-06-13,D,S,TAXIS SANS FRONTIERES,Promouvoir transports individuels et collectifs,030000,000000,13 rue Victoire Americaine,,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1850400,1850400,,332P,1990-05-15,1990-06-13,D,S,MOUVEMENT DE DEFENSE ET DE SOUTIEN POUR PERSONNES HANDICAPEES ET ISOLEES,Defendre toutes personnes handicapees dans leurs droits. Cons- tituer les dossiers ainsi que du suivi. Formuler les recours. Soutenir toutes personnes isolees ainsi que linsertion dans la vie active.,019000,000000,Residence du Lac - Entree 1 - no 515,,,33300,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1850900,1850900,,332P,1990-05-17,1990-06-13,D,S,KERAMAR,Promouvoir les sports terrestres et nautiques.,011000,000000,Residence Le Bocage - Impasse Suzon,,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P1852300,1852300,,332P,1990-05-22,1990-06-20,D,S,ASSOCIATION DU FESTIVAL INTERNATIONAL DU FILM DHISTOIRE DE PESSAC,Conception et organisation dun film international du film et du documentaire,006000,000000,Hotel de Ville,Place de la Veme Republique,,33604,PESSAC CEDEX,PM,,W332034508,R,,2024-03-07 12:55:41
332P1853300,1853300,,332P,1990-05-31,1990-06-27,D,S,JEAN MARIE VIANNEY,Reinsertion sociale par le travail.,019050,000000,Residence Lahire - Escalier A - Appt 12 -,Rue Henri de Montherlant,,33400,TALENCE,PM,,,A,,0001-01-01 00:00:00
332P1853400,1853400,,332P,1990-05-31,1990-06-27,D,S,UNION DEPARTEMENTALE DES ORGANISMES CO-EMPLOYEURS DE LENSEIGNEMENT CATHOLIQUE DE GIRONDE UDOCEC-GIRONDE,Coordonner les orientations des organismes affilies dans les questions relatives au financement et a la gestion des etablissements.,040000,000000,54 Boulevard Godard,,,33300,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1854600,1854600,,332P,1990-06-11,1990-06-27,D,S,LHYMNE A LA VIE,Aide a toute mission de soins et de recherche medicale.,017125,000000,58 rue Bremontier,,,33700,MERIGNAC,PM,,,A,,0001-01-01 00:00:00
332P1856900,1856900,,332P,1990-06-15,1990-07-11,D,S,CANTOS Y DANZAS DE LAMITIE - CHANTS ET DANSES DE LAMITIE,chants et danses de lAmerique Latine,006045,000000,Domaine de la Tuilerane  Voie Romaine,chez M. OVALLE,,33600,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P1858400,1858400,,332P,1990-06-26,1990-07-18,D,S,ASSOCIATION POUR LE SOUTIEN ET LA REUSSITE SCOLAIRE,Organiser les etudes a lecole primaire Saint-Bruno a BORDEAUX,015000,000000,Ecole Elementaire Saint-Bruno,Place du XI Novembre,,33000,BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1858700,1858700,,332P,1990-06-28,1990-07-18,D,S,ASSOCIATION DES ANESTHESISTES DE CARDIO-VASCULAIRE,Aider la formation permanente de ses membres - Encourager la recherche dans le domaine de lanesthesie - reanimation. Assurer un enseignement,017000,000000,chez Mr Alain COIFFIC,26 rue du Tronc du Pinson,,33320,EYSINES,PM,,,A,,0001-01-01 00:00:00
332P1859200,1859200,,332P,1990-06-29,1990-07-18,D,S,AMICALE CUISINE GROUPE SUD,Honorer les evenements familiaux des membres de lAssociation,021000,000000,Cuisine Centrale - Hopital Haut-Leveque,Avenue de Magellan,,33600,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P1859300,1859300,,332P,1990-06-29,1990-07-18,D,S,AMICALE DES LOCATAIRES RESIDENCE LORIENTALE,,032520,000000,30 rue Bourbaki - Appt 2122,Residence lOrientale,,33110,LE BOUSCAT,PM,,,A,,0001-01-01 00:00:00
332P1859900,1859900,,332P,1990-07-02,1990-07-18,D,S,CLUB DES MUNICIPAUX DE PESSAC,Pratiquer et promouvoir le football au sein du personnel municipal,011075,000000,Mairie de PESSAC - Place de la Republique,,,33600,PESSAC,PM,,,A,,0001-01-01 00:00:00
332P1860600,1860600,,332P,1990-07-03,1990-08-01,D,S,INTERMITTENCE,Promouvoir et diffuser toutes activites musicales chant choral et orchestre symphonique amateur.,006030,000000,5 avenue Bougnard,,,33600,PESSAC,PM,,W332027735,R,,2019-03-19 10:01:07
332P1861200,1861200,,332P,1990-07-04,1990-08-01,D,S,MINERAL AQUITAINE,Etudes et recherches minerales en Aquitaine.,006000,000000,Batiment E - Boulevard de lHippodrome -,Technoparc,,33170,GRADIGNAN,PM,,,A,,0001-01-01 00:00:00
332P1862000,1862000,,332P,1990-07-06,1990-08-01,D,S,COMITE CULTUREL ET SOCIAL DU PERSONNEL DE LA CHAMBRE DE METIERS DE LA GIRONDE ET DES ORGANISMES ASSOCIES,Organiser et gerer des activites sociales et culturelles tendant a ameliorer les conditions de bien-etre des membres et de leur,006000,000000,46 avenue du General de Larminat,,,33074,BORDEAUX CEDEX,PM,,,A,,0001-01-01 00:00:00
332P1862700,1862700,,332P,1990-07-10,1990-08-08,D,S,DOJO ARTIGUES PRES BORDEAUX,Pratique du Judo - Ju-Jitsu et Kendo.,011000,000000,Chez Mr Jean Rene THOMAS,3 avenue de Pinsan,,33370,ARTIGUES-PRES-BORDEAUX,PM,,,A,,0001-01-01 00:00:00
332P1862701,1862701,,332P,2003-09-22,0001-01-01,D,S,TAISO JUJITSU,,000000,000000,,,,33370,ARTIGUES PRES BORDEAUX,PM,,,A,,0001-01-01 00:00:00
